TransactionNo,Items,DateTime
6232,Bread,2017-08-02 14:07:51
6233,Bread,2017-08-02 14:09:23
6233,Coffee,2017-08-02 14:09:23
6234,Coffee,2017-08-02 14:18:35
6234,Pastry,2017-08-02 14:18:35
6235,Tea,2017-08-02 15:05:19
6235,Coffee,2017-08-02 15:05:19
6235,Bread,2017-08-02 15:05:19
6236,Coffee,2017-08-02 15:10:45
6236,Sandwich,2017-08-02 15:10:45
6237,Bread,2017-08-02 15:12:37
6238,Coffee,2017-08-02 15:21:46
6239,Bread,2017-08-02 15:24:08
6239,Mineral water,2017-08-02 15:24:08
6239,Sandwich,2017-08-02 15:24:08
6239,Tea,2017-08-02 15:24:08
6240,Bread,2017-08-02 15:33:33
6240,Bread,2017-08-02 15:33:33
6240,Bread,2017-08-02 15:33:33
6240,Cake,2017-08-02 15:33:33
6241,Coffee,2017-08-02 16:13:19
6241,Tea,2017-08-02 16:13:19
6241,Brownie,2017-08-02 16:13:19
6242,Bread,2017-08-02 16:17:40
6242,Bread,2017-08-02 16:17:40
6243,Hot chocolate,2017-08-02 16:35:04
6243,Hot chocolate,2017-08-02 16:35:04
6244,Coffee,2017-08-02 16:56:31
6244,Cake,2017-08-02 16:56:31
6245,Coffee,2017-08-02 16:59:00
6245,Tea,2017-08-02 16:59:00
6246,Bread,2017-09-02 08:43:51
6246,Bread,2017-09-02 08:43:51
6247,Coffee,2017-09-02 09:29:02
6247,Cookies,2017-09-02 09:29:02
6248,Bread,2017-09-02 09:37:27
6248,Toast,2017-09-02 09:37:27
6249,Bread,2017-09-02 09:56:57
6249,Coffee,2017-09-02 09:56:57
6249,Pastry,2017-09-02 09:56:57
6249,Pastry,2017-09-02 09:56:57
6250,Farm House,2017-09-02 09:59:49
6251,Scandinavian,2017-09-02 10:00:12
6252,Coffee,2017-09-02 10:02:51
6252,Brownie,2017-09-02 10:02:51
6253,Bread,2017-09-02 10:07:44
6253,Hot chocolate,2017-09-02 10:07:44
6254,Coffee,2017-09-02 10:10:30
6254,Toast,2017-09-02 10:10:30
6255,Coffee,2017-09-02 10:49:37
6256,Coffee,2017-09-02 11:01:29
6256,Tea,2017-09-02 11:01:29
6256,Brownie,2017-09-02 11:01:29
6256,Farm House,2017-09-02 11:01:29
6257,Coffee,2017-09-02 11:02:59
6257,Coffee,2017-09-02 11:02:59
6257,Cookies,2017-09-02 11:02:59
6257,Cookies,2017-09-02 11:02:59
6257,Toast,2017-09-02 11:02:59
6257,Juice,2017-09-02 11:02:59
6258,Valentine's card,2017-09-02 11:15:08
6259,Coffee,2017-09-02 11:23:46
6259,Coffee,2017-09-02 11:23:46
6259,Extra Salami or Feta,2017-09-02 11:23:46
6259,Bread,2017-09-02 11:23:46
6260,Valentine's card,2017-09-02 11:24:19
6261,Hot chocolate,2017-09-02 11:32:21
6261,Coffee,2017-09-02 11:32:21
6261,Cookies,2017-09-02 11:32:21
6261,Cookies,2017-09-02 11:32:21
6262,Coffee,2017-09-02 11:51:03
6262,Medialuna,2017-09-02 11:51:03
6262,Medialuna,2017-09-02 11:51:03
6262,Sandwich,2017-09-02 11:51:03
6263,Bread,2017-09-02 11:57:42
6264,Bread,2017-09-02 12:00:28
6265,Bread,2017-09-02 12:01:00
6266,Soup,2017-09-02 12:02:05
6266,Bread,2017-09-02 12:02:05
6266,Coffee,2017-09-02 12:02:05
6267,Coffee,2017-09-02 12:02:54
6267,Soup,2017-09-02 12:02:54
6267,Pastry,2017-09-02 12:02:54
6267,Jam,2017-09-02 12:02:54
6268,Eggs,2017-09-02 12:09:43
6268,Coffee,2017-09-02 12:09:43
6269,Baguette,2017-09-02 12:12:40
6270,Coffee,2017-09-02 12:31:01
6271,Bread,2017-09-02 12:36:02
6272,Pastry,2017-09-02 12:44:28
6273,Scandinavian,2017-09-02 12:47:56
6273,Cookies,2017-09-02 12:47:56
6274,Coke,2017-09-02 12:55:53
6274,Soup,2017-09-02 12:55:53
6275,Sandwich,2017-09-02 12:56:27
6275,Coffee,2017-09-02 12:56:27
6276,Coke,2017-09-02 12:56:51
6276,Sandwich,2017-09-02 12:56:51
6277,Coffee,2017-09-02 13:10:19
6277,Chicken Stew,2017-09-02 13:10:19
6278,Chicken Stew,2017-09-02 13:19:03
6278,Coffee,2017-09-02 13:19:03
6279,Juice,2017-09-02 13:44:56
6279,Toast,2017-09-02 13:44:56
6279,Sandwich,2017-09-02 13:44:56
6279,Sandwich,2017-09-02 13:44:56
6279,Tea,2017-09-02 13:44:56
6279,Coffee,2017-09-02 13:44:56
6279,Cookies,2017-09-02 13:44:56
6279,Cookies,2017-09-02 13:44:56
6279,Alfajores,2017-09-02 13:44:56
6279,Alfajores,2017-09-02 13:44:56
6279,Hot chocolate,2017-09-02 13:44:56
6280,Cookies,2017-09-02 13:53:27
6281,Juice,2017-09-02 14:06:52
6281,Sandwich,2017-09-02 14:06:52
6281,Cake,2017-09-02 14:06:52
6282,Soup,2017-09-02 14:07:29
6282,Bread,2017-09-02 14:07:29
6283,Coffee,2017-09-02 14:08:14
6284,Fudge,2017-09-02 14:08:50
6284,Sandwich,2017-09-02 14:08:50
6285,Baguette,2017-09-02 14:16:43
6286,Coffee,2017-09-02 14:17:37
6286,Coffee,2017-09-02 14:17:37
6286,Pastry,2017-09-02 14:17:37
6286,Pastry,2017-09-02 14:17:37
6287,Medialuna,2017-09-02 14:27:51
6287,Cake,2017-09-02 14:27:51
6287,Tea,2017-09-02 14:27:51
6287,Tea,2017-09-02 14:27:51
6288,Bread,2017-09-02 14:35:16
6289,Coffee,2017-09-02 15:02:32
6289,Brownie,2017-09-02 15:02:32
6290,Soup,2017-09-02 15:38:53
6290,Soup,2017-09-02 15:38:53
6290,Soup,2017-09-02 15:38:53
6290,Bread,2017-09-02 15:38:53
6290,Cake,2017-09-02 15:38:53
6290,Cake,2017-09-02 15:38:53
6290,Tea,2017-09-02 15:38:53
6290,Bread,2017-09-02 15:38:53
6290,Tea,2017-09-02 15:38:53
6291,Coffee,2017-09-02 15:40:57
6291,Juice,2017-09-02 15:40:57
6291,Hot chocolate,2017-09-02 15:40:57
6291,Cake,2017-09-02 15:40:57
6292,Alfajores,2017-09-02 15:51:42
6292,Bread,2017-09-02 15:51:42
6292,Coffee,2017-09-02 15:51:42
6292,Coffee,2017-09-02 15:51:42
6293,Bread,2017-09-02 17:01:01
6293,Cookies,2017-09-02 17:01:01
6293,Bread,2017-09-02 17:01:01
6294,Bread,2017-10-02 08:34:13
6295,Bread,2017-10-02 08:36:46
6296,Cake,2017-10-02 09:02:33
6296,Bread,2017-10-02 09:02:33
6297,Coffee,2017-10-02 09:07:03
6297,Bread,2017-10-02 09:07:03
6298,Coffee,2017-10-02 09:29:08
6298,Tea,2017-10-02 09:29:08
6299,Bread,2017-10-02 09:33:23
6299,Bread,2017-10-02 09:33:23
6300,Coffee,2017-10-02 09:37:06
6300,Coffee,2017-10-02 09:37:06
6300,Juice,2017-10-02 09:37:06
6300,Pastry,2017-10-02 09:37:06
6300,Cookies,2017-10-02 09:37:06
6301,Bread,2017-10-02 09:38:01
6301,Pastry,2017-10-02 09:38:01
6302,Bread,2017-10-02 09:46:22
6303,Coffee,2017-10-02 09:53:56
6303,Cookies,2017-10-02 09:53:56
6304,Hot chocolate,2017-10-02 10:03:53
6305,Coffee,2017-10-02 10:06:06
6305,Hot chocolate,2017-10-02 10:06:06
6306,Coffee,2017-10-02 10:16:30
6306,Cookies,2017-10-02 10:16:30
6307,Coffee,2017-10-02 10:31:00
6308,Coffee,2017-10-02 10:38:31
6308,Toast,2017-10-02 10:38:31
6309,Valentine's card,2017-10-02 10:45:55
6310,Tea,2017-10-02 10:50:52
6311,Bread,2017-10-02 11:01:36
6312,Bread,2017-10-02 11:15:33
6313,Coffee,2017-10-02 11:16:07
6314,Bread,2017-10-02 11:33:36
6314,Juice,2017-10-02 11:33:36
6314,Sandwich,2017-10-02 11:33:36
6314,Sandwich,2017-10-02 11:33:36
6314,Cookies,2017-10-02 11:33:36
6314,Alfajores,2017-10-02 11:33:36
6315,Soup,2017-10-02 11:57:30
6316,Soup,2017-10-02 11:58:26
6317,Scone,2017-10-02 12:06:09
6317,Coffee,2017-10-02 12:06:09
6318,Truffles,2017-10-02 12:11:14
6318,Soup,2017-10-02 12:11:14
6319,Chicken Stew,2017-10-02 12:12:29
6319,Cake,2017-10-02 12:12:29
6319,Juice,2017-10-02 12:12:29
6320,Bread,2017-10-02 12:16:00
6320,Scandinavian,2017-10-02 12:16:00
6321,Coffee,2017-10-02 12:19:50
6321,Coffee,2017-10-02 12:19:50
6322,Sandwich,2017-10-02 12:21:12
6322,Coffee,2017-10-02 12:21:12
6322,Truffles,2017-10-02 12:21:12
6323,Cake,2017-10-02 12:22:33
6324,Bread,2017-10-02 12:25:09
6325,Pastry,2017-10-02 12:26:51
6325,Bread,2017-10-02 12:26:51
6326,Toast,2017-10-02 12:31:38
6327,Bread,2017-10-02 12:34:59
6328,Bread,2017-10-02 12:41:12
6329,Chicken Stew,2017-10-02 12:47:29
6330,Sandwich,2017-10-02 12:51:29
6330,Coke,2017-10-02 12:51:29
6331,Coffee,2017-10-02 12:55:59
6331,Coffee,2017-10-02 12:55:59
6331,Cake,2017-10-02 12:55:59
6331,Cake,2017-10-02 12:55:59
6331,Salad,2017-10-02 12:55:59
6331,Extra Salami or Feta,2017-10-02 12:55:59
6331,Scandinavian,2017-10-02 12:55:59
6331,Bread,2017-10-02 12:55:59
6332,Scandinavian,2017-10-02 12:56:46
6333,Coffee,2017-10-02 13:21:46
6333,Salad,2017-10-02 13:21:46
6334,Truffles,2017-10-02 13:27:38
6334,Duck egg,2017-10-02 13:27:38
6334,Extra Salami or Feta,2017-10-02 13:27:38
6334,Spanish Brunch,2017-10-02 13:27:38
6334,Afternoon with the baker,2017-10-02 13:27:38
6335,Medialuna,2017-10-02 13:35:21
6335,Medialuna,2017-10-02 13:35:21
6336,Tea,2017-10-02 13:40:52
6336,Tea,2017-10-02 13:40:52
6336,Soup,2017-10-02 13:40:52
6336,Cake,2017-10-02 13:40:52
6336,Bread,2017-10-02 13:40:52
6336,Scone,2017-10-02 13:40:52
6336,Cake,2017-10-02 13:40:52
6337,Soup,2017-10-02 13:48:44
6337,Coffee,2017-10-02 13:48:44
6337,Coffee,2017-10-02 13:48:44
6338,Medialuna,2017-10-02 14:08:37
6338,Cake,2017-10-02 14:08:37
6338,Spanish Brunch,2017-10-02 14:08:37
6338,The Nomad,2017-10-02 14:08:37
6338,Cookies,2017-10-02 14:08:37
6339,Bread,2017-10-02 14:18:15
6339,Coffee,2017-10-02 14:18:15
6340,Coffee,2017-10-02 14:18:50
6341,Coffee,2017-10-02 14:22:28
6341,Chicken Stew,2017-10-02 14:22:28
6342,Coffee,2017-10-02 14:22:52
6343,Coffee,2017-10-02 14:27:41
6343,Alfajores,2017-10-02 14:27:41
6343,Pastry,2017-10-02 14:27:41
6344,Coffee,2017-10-02 14:35:27
6345,Coffee,2017-10-02 14:35:46
6346,Coffee,2017-10-02 14:36:50
6346,Brownie,2017-10-02 14:36:50
6347,Soup,2017-10-02 14:39:34
6348,Coffee,2017-10-02 14:41:31
6348,Tea,2017-10-02 14:41:31
6348,Cookies,2017-10-02 14:41:31
6349,Bread,2017-10-02 14:53:05
6350,Bread,2017-10-02 15:00:16
6351,Baguette,2017-10-02 15:03:56
6351,Coffee,2017-10-02 15:03:56
6352,Tea,2017-10-02 15:16:02
6353,Spanish Brunch,2017-10-02 15:19:31
6354,Coffee,2017-10-02 15:20:09
6355,Cake,2017-10-02 15:48:28
6355,Cake,2017-10-02 15:48:28
6355,Cookies,2017-10-02 15:48:28
6356,Juice,2017-10-02 15:50:54
6356,Coffee,2017-10-02 15:50:54
6356,Cookies,2017-10-02 15:50:54
6356,Tea,2017-10-02 15:50:54
6356,Alfajores,2017-10-02 15:50:54
6357,Cake,2017-10-02 15:53:08
6357,Cookies,2017-10-02 15:53:08
6357,Coffee,2017-10-02 15:53:08
6357,Hot chocolate,2017-10-02 15:53:08
6358,Bread,2017-10-02 15:54:59
6358,Coffee,2017-10-02 15:54:59
6358,Bread,2017-10-02 15:54:59
6359,Coffee,2017-10-02 16:28:46
6359,Scone,2017-10-02 16:28:46
6360,Brownie,2017-10-02 16:31:35
6360,Coffee,2017-10-02 16:31:35
6360,Coffee,2017-10-02 16:31:35
6360,Baguette,2017-10-02 16:31:35
6361,Coffee,2017-11-02 08:12:13
6361,Bread,2017-11-02 08:12:13
6361,Scone,2017-11-02 08:12:13
6362,Coffee,2017-11-02 08:37:50
6362,Coffee,2017-11-02 08:37:50
6363,Medialuna,2017-11-02 08:40:48
6364,Bread,2017-11-02 08:48:59
6365,Bread,2017-11-02 08:59:57
6365,Farm House,2017-11-02 08:59:57
6365,Nomad bag,2017-11-02 08:59:57
6366,Bread,2017-11-02 09:02:01
6366,Pastry,2017-11-02 09:02:01
6367,Toast,2017-11-02 09:06:15
6367,Pastry,2017-11-02 09:06:15
6367,Tea,2017-11-02 09:06:15
6367,Coffee,2017-11-02 09:06:15
6367,Coffee,2017-11-02 09:06:15
6368,Scone,2017-11-02 09:18:16
6368,Pastry,2017-11-02 09:18:16
6369,Cake,2017-11-02 09:28:50
6369,Tea,2017-11-02 09:28:50
6369,Toast,2017-11-02 09:28:50
6370,Baguette,2017-11-02 09:36:32
6371,Bread,2017-11-02 09:50:02
6372,Tea,2017-11-02 09:51:47
6372,Toast,2017-11-02 09:51:47
6373,Coffee,2017-11-02 10:17:14
6374,Hot chocolate,2017-11-02 10:22:06
6374,Bread,2017-11-02 10:22:06
6374,Pastry,2017-11-02 10:22:06
6374,Pastry,2017-11-02 10:22:06
6375,Tea,2017-11-02 10:32:41
6376,Scandinavian,2017-11-02 10:36:34
6376,Pastry,2017-11-02 10:36:34
6376,Alfajores,2017-11-02 10:36:34
6377,Fudge,2017-11-02 10:48:55
6378,Tea,2017-11-02 10:54:41
6378,Tea,2017-11-02 10:54:41
6378,Pastry,2017-11-02 10:54:41
6378,Toast,2017-11-02 10:54:41
6378,Bread,2017-11-02 10:54:41
6378,Brownie,2017-11-02 10:54:41
6378,Cake,2017-11-02 10:54:41
6379,Coffee,2017-11-02 10:59:48
6379,The Nomad,2017-11-02 10:59:48
6380,Cookies,2017-11-02 11:02:53
6380,Cake,2017-11-02 11:02:53
6381,Bread,2017-11-02 11:07:24
6382,Coffee,2017-11-02 11:15:52
6382,Bread,2017-11-02 11:15:52
6383,Coffee,2017-11-02 11:16:58
6383,Pastry,2017-11-02 11:16:58
6384,Cookies,2017-11-02 11:25:12
6384,Cookies,2017-11-02 11:25:12
6384,Cake,2017-11-02 11:25:12
6385,Bread,2017-11-02 11:31:16
6386,Bread,2017-11-02 11:32:06
6387,Coffee,2017-11-02 11:33:16
6387,Pastry,2017-11-02 11:33:16
6388,Spanish Brunch,2017-11-02 11:36:07
6388,Coffee,2017-11-02 11:36:07
6388,Coffee,2017-11-02 11:36:07
6388,Juice,2017-11-02 11:36:07
6389,Coffee,2017-11-02 11:36:57
6389,Coffee,2017-11-02 11:36:57
6389,Bread,2017-11-02 11:36:57
6389,Toast,2017-11-02 11:36:57
6390,Coffee,2017-11-02 11:52:19
6390,Coffee,2017-11-02 11:52:19
6390,Coffee,2017-11-02 11:52:19
6391,Bread,2017-11-02 11:59:57
6392,Coffee,2017-11-02 12:03:22
6392,Bread,2017-11-02 12:03:22
6393,Coffee,2017-11-02 12:14:31
6393,Coffee,2017-11-02 12:14:31
6394,Baguette,2017-11-02 12:16:37
6395,Tea,2017-11-02 12:32:28
6395,Tea,2017-11-02 12:32:28
6395,Scone,2017-11-02 12:32:28
6396,Coffee,2017-11-02 12:35:41
6396,Hot chocolate,2017-11-02 12:35:41
6396,Bread,2017-11-02 12:35:41
6397,Bread,2017-11-02 12:36:32
6398,Bread,2017-11-02 12:41:37
6398,Cookies,2017-11-02 12:41:37
6398,Chicken Stew,2017-11-02 12:41:37
6399,Sandwich,2017-11-02 12:42:13
6399,Hot chocolate,2017-11-02 12:42:13
6399,Bread,2017-11-02 12:42:13
6400,Soup,2017-11-02 12:47:23
6400,The Nomad,2017-11-02 12:47:23
6400,Truffles,2017-11-02 12:47:23
6401,Baguette,2017-11-02 12:55:21
6402,Pastry,2017-11-02 12:58:06
6403,Bread,2017-11-02 13:05:30
6403,Cake,2017-11-02 13:05:30
6404,Soup,2017-11-02 13:06:26
6404,Coffee,2017-11-02 13:06:26
6405,Bread,2017-11-02 13:24:22
6406,Bread,2017-11-02 13:42:42
6407,Coffee,2017-11-02 13:57:08
6407,Bread,2017-11-02 13:57:08
6407,Cake,2017-11-02 13:57:08
6407,Cake,2017-11-02 13:57:08
6408,Soup,2017-11-02 13:58:35
6408,Chicken Stew,2017-11-02 13:58:35
6408,Coffee,2017-11-02 13:58:35
6408,Tea,2017-11-02 13:58:35
6409,Hot chocolate,2017-11-02 13:59:13
6410,Nomad bag,2017-11-02 14:01:54
6410,Bread,2017-11-02 14:01:54
6410,Coffee,2017-11-02 14:01:54
6410,Coffee,2017-11-02 14:01:54
6410,Cake,2017-11-02 14:01:54
6410,Cake,2017-11-02 14:01:54
6411,Bread,2017-11-02 14:06:04
6412,Spanish Brunch,2017-11-02 14:08:27
6412,The Nomad,2017-11-02 14:08:27
6412,Tea,2017-11-02 14:08:27
6412,Tea,2017-11-02 14:08:27
6412,Juice,2017-11-02 14:08:27
6412,Art Tray,2017-11-02 14:08:27
6412,Cake,2017-11-02 14:08:27
6412,Cake,2017-11-02 14:08:27
6412,Alfajores,2017-11-02 14:08:27
6412,Tea,2017-11-02 14:08:27
6412,Hot chocolate,2017-11-02 14:08:27
6413,Alfajores,2017-11-02 14:18:01
6413,Brownie,2017-11-02 14:18:01
6414,Coffee,2017-11-02 14:23:05
6414,Hot chocolate,2017-11-02 14:23:05
6414,Coffee,2017-11-02 14:23:05
6414,Bread,2017-11-02 14:23:05
6414,Cake,2017-11-02 14:23:05
6415,Cake,2017-11-02 14:23:34
6415,Bread,2017-11-02 14:23:34
6415,Chicken Stew,2017-11-02 14:23:34
6416,Coffee,2017-11-02 14:30:30
6416,Coffee,2017-11-02 14:30:30
6416,Coffee,2017-11-02 14:30:30
6416,Brownie,2017-11-02 14:30:30
6417,Valentine's card,2017-11-02 14:33:40
6418,Bread,2017-11-02 14:39:56
6419,Bread,2017-11-02 14:54:34
6420,Coffee,2017-11-02 14:58:52
6420,Coffee,2017-11-02 14:58:52
6420,Chicken Stew,2017-11-02 14:58:52
6420,Pastry,2017-11-02 14:58:52
6421,Tea,2017-11-02 15:30:31
6421,Bread,2017-11-02 15:30:31
6422,Soup,2017-11-02 15:39:36
6422,Spanish Brunch,2017-11-02 15:39:36
6422,Sandwich,2017-11-02 15:39:36
6422,Coffee,2017-11-02 15:39:36
6422,Tea,2017-11-02 15:39:36
6423,Coffee,2017-11-02 15:48:21
6423,Tea,2017-11-02 15:48:21
6424,Coffee,2017-11-02 16:00:42
6424,Juice,2017-11-02 16:00:42
6425,Coffee,2017-11-02 16:15:31
6425,Cake,2017-11-02 16:15:31
6425,Pastry,2017-11-02 16:15:31
6426,Bread,2017-11-02 16:21:22
6426,Hot chocolate,2017-11-02 16:21:22
6426,Sandwich,2017-11-02 16:21:22
6427,Bread,2017-11-02 16:44:43
6428,Bread,2017-11-02 16:48:55
6428,Tea,2017-11-02 16:48:55
6428,Tea,2017-11-02 16:48:55
6428,Bread,2017-11-02 16:48:55
6428,Cake,2017-11-02 16:48:55
6429,Afternoon with the baker,2017-11-02 17:00:15
6430,Bread,2017-11-02 17:07:32
6431,Bread,2017-11-02 17:12:12
6431,Scandinavian,2017-11-02 17:12:12
6432,Tea,2017-11-02 17:15:48
6432,Tea,2017-11-02 17:15:48
6432,Cake,2017-11-02 17:15:48
6432,Medialuna,2017-11-02 17:15:48
6432,Medialuna,2017-11-02 17:15:48
6432,Coffee,2017-11-02 17:15:48
6432,Scandinavian,2017-11-02 17:15:48
6433,Scandinavian,2017-11-02 17:31:07
6434,Bread,2017-11-02 17:35:06
6434,Soup,2017-11-02 17:35:06
6435,Cake,2017-12-02 09:39:15
6435,Bread,2017-12-02 09:39:15
6435,Cookies,2017-12-02 09:39:15
6435,Eggs,2017-12-02 09:39:15
6435,Juice,2017-12-02 09:39:15
6436,Coffee,2017-12-02 09:44:46
6437,Coffee,2017-12-02 10:07:57
6437,Tea,2017-12-02 10:07:57
6437,Pastry,2017-12-02 10:07:57
6438,Medialuna,2017-12-02 10:09:16
6438,Coffee,2017-12-02 10:09:16
6439,Coffee,2017-12-02 10:11:11
6439,Toast,2017-12-02 10:11:11
6440,Pastry,2017-12-02 10:14:18
6440,Pastry,2017-12-02 10:14:18
6440,Pastry,2017-12-02 10:14:18
6440,Bread,2017-12-02 10:14:18
6441,Coffee,2017-12-02 10:17:14
6441,Coffee,2017-12-02 10:17:14
6441,Pastry,2017-12-02 10:17:14
6441,Cookies,2017-12-02 10:17:14
6441,Bread,2017-12-02 10:17:14
6442,Bread,2017-12-02 10:29:35
6443,Pastry,2017-12-02 10:31:59
6443,Medialuna,2017-12-02 10:31:59
6443,Baguette,2017-12-02 10:31:59
6444,Coffee,2017-12-02 10:33:43
6444,Scone,2017-12-02 10:33:43
6445,Bread,2017-12-02 10:42:27
6445,Bread,2017-12-02 10:42:27
6446,Coffee,2017-12-02 10:51:59
6447,Bread,2017-12-02 10:57:04
6448,Bread,2017-12-02 11:05:51
6448,Coffee,2017-12-02 11:05:51
6448,Scone,2017-12-02 11:05:51
6449,Bread,2017-12-02 11:08:17
6449,Baguette,2017-12-02 11:08:17
6449,Hot chocolate,2017-12-02 11:08:17
6449,Coffee,2017-12-02 11:08:17
6449,Toast,2017-12-02 11:08:17
6450,Coffee,2017-12-02 11:09:15
6451,Coffee,2017-12-02 11:12:56
6451,Coffee,2017-12-02 11:12:56
6451,Coffee,2017-12-02 11:12:56
6451,Bread,2017-12-02 11:12:56
6451,Cake,2017-12-02 11:12:56
6452,Coffee,2017-12-02 11:14:03
6453,Coffee,2017-12-02 11:15:00
6453,Coffee,2017-12-02 11:15:00
6453,Scone,2017-12-02 11:15:00
6453,Cake,2017-12-02 11:15:00
6454,Scone,2017-12-02 11:16:44
6454,Bread,2017-12-02 11:16:44
6454,Baguette,2017-12-02 11:16:44
6455,Cake,2017-12-02 11:19:08
6456,Coffee,2017-12-02 11:24:43
6456,Spanish Brunch,2017-12-02 11:24:43
6456,Bread,2017-12-02 11:24:43
6457,Pastry,2017-12-02 11:37:59
6457,Brownie,2017-12-02 11:37:59
6458,Toast,2017-12-02 11:50:11
6459,Bread,2017-12-02 12:11:32
6459,Bread,2017-12-02 12:11:32
6460,Bread,2017-12-02 12:12:33
6461,Farm House,2017-12-02 12:15:53
6462,Spanish Brunch,2017-12-02 12:16:59
6462,Cake,2017-12-02 12:16:59
6463,Bread,2017-12-02 12:37:46
6464,Coffee,2017-12-02 12:46:52
6465,Coffee,2017-12-02 12:53:01
6465,Coffee,2017-12-02 12:53:01
6465,Cake,2017-12-02 12:53:01
6466,Bread,2017-12-02 12:53:22
6467,Coffee,2017-12-02 13:24:58
6467,Coffee,2017-12-02 13:24:58
6467,Coffee,2017-12-02 13:24:58
6468,Tea,2017-12-02 13:40:32
6468,Cake,2017-12-02 13:40:32
6469,Hot chocolate,2017-12-02 13:43:18
6469,Soup,2017-12-02 13:43:18
6470,Tea,2017-12-02 13:44:58
6471,Alfajores,2017-12-02 13:56:38
6471,Bread,2017-12-02 13:56:38
6472,Cake,2017-12-02 14:15:13
6472,Bread,2017-12-02 14:15:13
6473,Coffee,2017-12-02 14:27:31
6474,Coffee,2017-12-02 14:35:34
6474,Coffee,2017-12-02 14:35:34
6474,Coffee,2017-12-02 14:35:34
6474,Tea,2017-12-02 14:35:34
6474,Toast,2017-12-02 14:35:34
6474,Duck egg,2017-12-02 14:35:34
6474,Extra Salami or Feta,2017-12-02 14:35:34
6474,Chicken Stew,2017-12-02 14:35:34
6474,Cookies,2017-12-02 14:35:34
6474,Brownie,2017-12-02 14:35:34
6474,Bread,2017-12-02 14:35:34
6475,Bread,2017-12-02 14:46:59
6476,Coffee,2017-12-02 14:56:07
6476,Sandwich,2017-12-02 14:56:07
6477,Coffee,2017-12-02 14:56:32
6477,Cake,2017-12-02 14:56:32
6478,Brownie,2017-12-02 14:58:29
6478,Bread,2017-12-02 14:58:29
6479,Coffee,2017-12-02 15:34:48
6479,Coffee,2017-12-02 15:34:48
6479,Alfajores,2017-12-02 15:34:48
6479,Cake,2017-12-02 15:34:48
6479,Brownie,2017-12-02 15:34:48
6480,Coffee,2017-12-02 15:35:37
6480,Brownie,2017-12-02 15:35:37
6481,Afternoon with the baker,2017-12-02 18:35:27
6482,Afternoon with the baker,2017-12-02 18:37:47
6483,Bread,2017-02-13 08:35:01
6484,Coffee,2017-02-13 09:04:35
6484,Medialuna,2017-02-13 09:04:35
6484,Baguette,2017-02-13 09:04:35
6485,Coffee,2017-02-13 09:33:28
6486,Hot chocolate,2017-02-13 09:33:58
6486,Toast,2017-02-13 09:33:58
6487,Coffee,2017-02-13 09:47:21
6487,Bread,2017-02-13 09:47:21
6487,Medialuna,2017-02-13 09:47:21
6487,Alfajores,2017-02-13 09:47:21
6488,Alfajores,2017-02-13 10:03:37
6488,Medialuna,2017-02-13 10:03:37
6488,Coffee,2017-02-13 10:03:37
6488,Bread,2017-02-13 10:03:37
6489,Focaccia,2017-02-13 10:13:23
6489,Bread,2017-02-13 10:13:23
6490,Coffee,2017-02-13 10:17:46
6491,Coffee,2017-02-13 10:37:23
6491,Coffee,2017-02-13 10:37:23
6492,Coffee,2017-02-13 10:38:25
6493,Hot chocolate,2017-02-13 10:42:11
6494,Coffee,2017-02-13 10:53:03
6494,Juice,2017-02-13 10:53:03
6495,Coffee,2017-02-13 11:02:54
6495,Pastry,2017-02-13 11:02:54
6496,Pastry,2017-02-13 11:04:06
6496,Coffee,2017-02-13 11:04:06
6497,Scandinavian,2017-02-13 11:20:26
6498,Juice,2017-02-13 11:36:58
6498,Chocolates,2017-02-13 11:36:58
6498,Hot chocolate,2017-02-13 11:36:58
6498,Coffee,2017-02-13 11:36:58
6498,Bread,2017-02-13 11:36:58
6498,Cookies,2017-02-13 11:36:58
6499,Tea,2017-02-13 11:37:41
6499,Coffee,2017-02-13 11:37:41
6500,Bread,2017-02-13 11:46:12
6501,Coffee,2017-02-13 11:48:05
6501,Brownie,2017-02-13 11:48:05
6501,Farm House,2017-02-13 11:48:05
6502,Bread,2017-02-13 11:50:52
6502,Cookies,2017-02-13 11:50:52
6502,Coffee,2017-02-13 11:50:52
6503,Coffee,2017-02-13 11:56:04
6503,Coffee,2017-02-13 11:56:04
6504,Coffee,2017-02-13 11:57:27
6505,Coffee,2017-02-13 12:06:21
6505,Coffee,2017-02-13 12:06:21
6505,Scone,2017-02-13 12:06:21
6505,Cake,2017-02-13 12:06:21
6505,Farm House,2017-02-13 12:06:21
6505,Juice,2017-02-13 12:06:21
6506,Coffee,2017-02-13 12:07:14
6506,Coffee,2017-02-13 12:07:14
6506,Cookies,2017-02-13 12:07:14
6507,Scone,2017-02-13 12:18:18
6507,Coffee,2017-02-13 12:18:18
6508,Bread,2017-02-13 12:22:43
6509,Bread,2017-02-13 12:29:12
6509,Cookies,2017-02-13 12:29:12
6510,Coffee,2017-02-13 12:34:21
6511,Cookies,2017-02-13 12:36:04
6511,Cake,2017-02-13 12:36:04
6511,Cake,2017-02-13 12:36:04
6511,Truffles,2017-02-13 12:36:04
6512,Baguette,2017-02-13 12:47:43
6513,Bread,2017-02-13 12:50:29
6513,Tea,2017-02-13 12:50:29
6514,Farm House,2017-02-13 13:13:25
6515,Coffee,2017-02-13 13:13:46
6516,Soup,2017-02-13 13:16:19
