review,sentiment
"Очень мягкий и приятный. Доставка быстрая, спасибо",positive
все супер советую,neutral
Мне не понравилось платье. Оказалось мало в подмышках. Ткань плащевка (,negative
"Не соответствует размер - велико- хотя заказывала по таблице размеров. Ткань полная синтетика, просвечивает, запах неприятный и цвет не такой как на картинке - болотный! Жаль потраченных денег!",negative
Товар отправили моментально. Доставка быстрая. Вышивка очень аккуратная и красивая *-*,positive
"Товар пришел не того размера, что был заказан, до открытия диспута продавец на письма не отвечал.",negative
Платье не пришло!Деньги не вернули! Продавец просто кинул!,negative
"Штаны супер,точно как на картинке. Утепленые,красивые,стильные. Надеюсь носится будут долго и вид не потеряют после стирок . Советую товар и продовца. Буду заказывать еще .",positive
"Заказ пришёл быстро до карпинска, все хорошо, не угадала с размером ",neutral
"Пижама оказалась бракованная,  прям на рисунке дырка и стрелка...  Открыла спор, продавец молодец,  деньги вернул без всякого...",neutral
Отличные трусики! Кружево очень мягкое! На об 93 м сел отлично! Доставка 11 дней-очень быстро! Я довольна! Шнуровать нужно самостоятельно!,positive
"Ничего не пришло даже спустя несколько месяцев, деньги не вернули.",negative
"Не тот рисунок, сильно электризуется",neutral
"The products are nice to the skin, warm and fit very well. BUT THE SHIPPING COMPANY IS HORRIBLE. They almost lost my package! it appeared as delivery failed in Ali Express app, and the seller didn't respond to me before I contacted the customer service! I am happy with the product, but not with the seller and shipping.",neutral
"Брала ребенку р. 162, 50 кг. По росту мало, в общем нормально.",positive
"лосины пришли с непрокрасом, я откры
ла спор половину денег вернули без проблем за это ставлю 5 звёзд.",positive
"Хорошая кофта , без брака. ",positive
"Ура-ура!!! Наконец пришла моя блузочка! Сначала продавец выслал на неправильный адрес,а потом прислал на мой :) из-за этого 4 звезды,но в целом понравилась,секси,коротенькая и прозрачная,я вижу её с чёрным коротким топом под них и завышенными джинсами! :) праздничная вещь,спасибо вам :)",positive
"Доставка быстрая, две недели до Костромы. Нормальные штаники. На бедра 98 см вполне достаточно М. Высокие, но на холодную погоду самое то, поясница капитально спрятана.  Посмотрим как в носке!",positive
"заказ пришел в течении месяца, очень довольна",positive
"размер S слишком большой. скорее это будет М или L, но никак не S. А в целом кофта мягкая и теплая",neutral
"Костюм был доставлен в течении месяца.  Заказывала размер L (48), но оказался  на 2 размера меньше 42-44.",positive
"ужасная грубая вещь,выглядит как тряпка для пола",negative
"Размер не соответствует,  маловат. Нет ярлыка на изделии о размере.",negative
"Качество хорошее, но вот размер не соответствует",neutral
не получила заказ. отслеживания нет,negative
"Очень хорошая рубашка, ткань без запаха, хлопок с добавками, но на ощупь материал приятный. Швы очень ровные, пошив хороший все соответствует описанию Спасибо продавцу, советую приобретать товар и сама еще буду заказывать. Очень понравилась рубашка.",positive
"Просвечивают, видно нижнее белье",neutral
"Хорошее платье, цвет как на картинке. Лишние ниточки нигде не торчат. На бёдра 90, м-ка немного великовата, придётся в бёдрах ушить. На рост 175 длине как на фото продавца. ",positive
"не могу сказать,так как не пришёл",negative
Не пришло деньги пока не вернули ещё ,neutral
товар не пришло деньги вернули трек номер не отслеживается,negative
"Платье просто замечательное! Размер подошёл. Доставка, правда, долгая - 1,5 месяца. Но это, видимо, связано с праздниками. Отдельное спасибо продавцу за маленький презент))) в виде серёжек. Однозначно рекомендую.",positive
"Товар не пришел, продавец максимально тянул время спора. Все-таки арбитраж али вернул деньги",neutral
"качество хорошее.на 42 размер брала L,немного великовато в груди.Шло 1,5  месяца.из этих 1,5 месяцев две недели пролежало на таможни в Москве.",positive
"не получила, продавец вернул деньги",negative
"Классная кофта, ткань внутри очень приятная на ощупь,Ниточки не торчат. Размеры соответствуют нормальным. Мне понравилось!трек отслеживался. Всем довольна, никаких дефектов не обнаружила. Спасибо.",positive
"Очень хорошая футболка.Как туника.Мягкая,приятная к телу.Рекомендую!",positive
"Платье пришло достаточно быстро, за 3 недели. Цвет соответствует. Брала s на мой 40 размер село идеально. Есть один недостаток- торчит  леска, но это решаемо. ",positive
"Думала будет более плотным и качественным, оказался тонким легко делаются затяжки",neutral
Доставка 23 дня. Очередное платье от любимого магазина. Просто отлично! Ткань лен. Мои параметры 89-70-96,positive
"УЖАС, а не толстовка материал тонюсенький ПРОЗРАЧНЫЙ не тянущийся (не облегает, торчит складками во все стороны) колется ...сшито квадратом (ни о какой приталенности и речи нету) болтается  по колено к низу заужения тоже нету ... кошмар не работайте с таким человеком!!!",negative
"пришёл костюм с дырками , цвет тоже не понравился серо -желтый , брючки xl на 44р не более. очень тоненький. носить не буду точно(((",negative
"Как на картинке, липнет.Липнет но отлипает быстро. Не впечатлило. (не пуш-ап, но это и так было понятно)",neutral
Юбка классная! Качество не плохое и не сильно короткая на рост 157. Продавец в подарок положил резинку для волос! Здорово! Очень довольна! Только на юбке обнаружилось пятно на самом видном месте...,positive
"блузка очень красивая, качественная. по размеру подошла",positive
"До МО примерно за 3 недели долетел! Ну могу сказать, что пуховик очень тёплый, толстый ( даже не ожидала что настолько) и сшит достаточно качественно! Фурнитура вроде крепкая, строчки ровные все, размер подошёл! Торчащих ниток даже не нашла, но зАпах ужас какой, повешу пусть выветривается...за такие деньги очень даже не плохо-главное что зимой свою функцию будет выполнять точно- согреет! Спасибо за качественный товар!",positive
Ткань не для платья. Из такого материала шьют водолазки. Куда его можно одеть?Наверное только дома ходить.Жаль потраченных денег.С продавцом не общалась.,negative
"Бюст не рассчитан на большой размер, очень плохо сидит. Только худым женщинам. Чтоб подошло на большой объём прилагаются дополнительные застежки. На пол спины - крючки. Не довольна",neutral
"Свитер тонкий, плохо сшит, причем сшит черными нитками! ( цвет свитера серый)
Ношу 42-44 размер, для меня рукав короткий!",neutral
"заказ не пришел, деньги так и не вернули!!!!!",negative
"Блуза 100 % синтетика, выглядит дёшево, кружево не совсем в тон ((  носить можно дома или на даче. Кто привык к хорошим качественным вещам это не для вас!!! Цена явно завышена! Брала размер L на 46, села свободно, можно было бы и М. К продавцу претензий нет.",neutral
"Нормальные легенсы для фитнеса. Ткань наощупь мягкая, нежная, тонкая, наподобие микрофибры. Сшиты аккуратно, эластичные. Мне понра ))",positive
"Отличный костюм, на 172см, 67 кг, подошёл L",positive
до Екатеринбурга заказ шел  с 25.10. до 13.10. заказываю не первый раз. очень довольна. рекомендую.,positive
"Товар так и не получила, прошли 90 дней доставки, Али вернул деньги 5 баллов",positive
"Одна из лучших покупок на Али. Качеством, моделью очень довольна. На российский 40-42 подошёл М. Заказала комплектом с пеньюаром, вышло на 1200р. В магазине только 1 вещь так стоит. Все в красивой упаковке с бирочками. Однозначно рекомендую к покупке! Отличный вариант для подарка!)",positive
"Не соответсвует описанию, ткань тонкая и прозрачная",neutral
"начитавшись хороших отзывов я его купила. и вообщем все хорошо...и модель, и как сидит, но скатался на второй день носки. а после первой стирки это ужас. 
я конечно рекомендую!...просто очень много хороших отзывов... может только мне такой попался. продавец отличный!",positive
"нитки торчат. не понятно где перед и зад. на рост 161 см короткие. сидят не плохо, но носить их не реально, меджу ног не удобно. может ребенку подростку подойдут. носить не буду",neutral
"Симпатичные труселя, качество хорошее. Заказывала чёрные М и белые S, пришли двое чёрных трусов S и M, размеры специально заказала разные, для сравнения. Товар не плохой, но чёрные вместо белых не очень хотелось.",negative
"ткань очень приятная! леггинсы Супер! доставка 2,5 недели с учётом праздничных дней.",positive
"штаны на два размера больше, кофта по размеру. материал очень плохого качества, все к нему липнет.",negative
Ожидала лучшее качество,neutral
"платье ужасное, тонкое , скользкое , неприятное к телу ! вообщем заказом не довольна((((",negative
рубашка на девочку низкого роста а мне коротки рукава,neutral
мой заказ потерялся в России.  продавец быстро вернул деньги.,positive
"В целом так не плохо,ткань приятная, но тело в ней совсем не дышит, ещё один косяк пятно на лицевой стороне, на свой 42 заказывала S рубашка оказалась чуть свободней.",neutral
"В целом хорошо. Но цвет не тот, что был указан. А также длина не соответствует ожиданию. Но материал приятный, сидит хорошо :) 3 звезды",neutral
"Леггинсы тёплые. Но неудачный крой. В поясе свободные. Внизу штанины очень узкие, тяжело надевать и ещё тяжелее снимать. И самое неприятное это безразличие продавца и  очень долгая доставка. ",neutral
Просвечивается ,neutral
Качество легинсов очень хорошее. Понравились. Но на размер 52 заказала 3хl . Очень маломерят. Не смогла одеть выше колен. Товар оказался с дыркой по шву. Разочарована. С продавцом не общалась.,neutral
"Футболка не плохая в целом, но будьте готовы к тому, что она размера xs, примерно, и ткань не очень приятная к телу",neutral
"ковта короткая,  очень точнкая,  штаны огромные просвечиваются,  короче ужас ужасный.  не рекомендуется!!!!!!!",neutral
"Галимая синтетика. Сшито все криво. Не соответствует размерам. В описании написано одно, а на деле разница на 20 см меньше. После того как открыли спор вернули часть денег.",negative
Заказ пришел быстро. Халат обалденный. С размером угадала. Очень довольна. Рекомендую,positive
"ужасно огорчена отношением продавца! после уточнения размера, мне все таки прислали куртку меньшего размера! даже если обменять на нужный мне размер, я теряю время и деньги, тк продавец не собирается компенсировать затраты на пересылку куртки не того размера! делала заказ заранее, чтобы было в чем ходить. продавец отделывается фразочкой :""ой, извините""!!! продавца НЕ РЕКОМЕНДУЮ",negative
"Очень хорошо тянутся, ещё растянутся по ощущениям. На свой 56-58 еле натянула и застегнула, но, повторюсь, они тянутся. Смотрятся они странно, считая, что у меня пузико Посмотрим, как в носке будет. Этот размер будет хорош, как мне кажется на 54-56 размер, на 58 на любителя. Доставка 2 недели",positive
"теплые - и это единственный плюс. карманы шуршат, спереди шорты пузырем, приходится натягивать на живот, сзади получаются ниже. Если, конечно, у кого-то перед и зад одинаковый, то может и сядут нормально. А размер подошел.",neutral
кофта пришла с пятнами которые не отстирываются. пятна ржавчины.,negative
"швы плохо прострочены, нитки торчат, очень недовольна",negative
"Платье отличное) тёплое, мягкое! нитки не торчат, швы ровные.на параметры 88-63-89 и рост 160 супер. только доставка подкачала( больше месяца.",positive
"быстрая доставка,для своей цены качество хорошее,тонкий ,летний трикотаж.Продавцу 10  звёздочек за оперативность))) спасибо большое.Рекомендую. Единственное но... на 46 российский слишком обтягивает,у меня небольшой животик-выделяется. Длинна ниже колена по щиколотки,но у меня и рост маленький,всего 158))).В целом супер",positive
Осени и очень доволен ребенок,positive
все супер!,positive
костюм дошел за 11 дней большое достижение принес курьер в 22 часа когда я его открыла костюм был мокрый как будто его только что простирали а так пошит хорошо нитки не торчат качества хорошее костюм можете покупать юбка самый раз костюм маломерит мне в обтяжку брала Л на свой 44 размер продавцу за быстроту спасибо большое,neutral
"ужасное качество, у серой намного лучше",neutral
Цвет не тот прислали ,positive
"Юбка даже лучше чем можно себе представить. размер полностью подошёл.  ношу 46. заказала м. ткань плотная,  гладкая.  и на ощупь и на вид отлично.",positive
"На мой 48 брала xxl, малая(( рукава короткие. мех не такой, как на картинке..мех зашит... не, стоит даже этих денег, правда пришла осень быстро!",neutral
"Отличная кофта. Пришла за 3 недели. На М брала L, качественная. Смотрится супер, кофта укороченного варианта. Продавцу 5+",positive
"шикарное качество и быстрая доставка. Цвет слоновой кости. Смотрится очень дорого! что важно, не полнит. Продавец ААААА++++++",positive
"Заказ???  не было никакого заказа. Заказала две футболки, ничего не пришло за 2,5 месяца. после спора вернули 50% от заказа.  Вот такое надувательство. такое первый раз со мной.",negative
Большая. Не соответствует размерная сетка,negative
"Не тот цвет как на фотографии, сильно электролизуется",neutral
"платье неплохое,  но после стирки аппликации отклетлись,  придется пришивать.",neutral
клевый комплект!,positive
quality is low. the delivery time is very long. Looks cheap,negative
хорошая рубашка в школу самое то,positive
"Заказанный мною товар шел очень долго. Заказ был оформлен 14.11.17г., трек не отслежтвался длительное время. Доставлен только 09.01.18г. Я открывала спор, но продавец отказался материально компенсировать задержку с доставкой.",negative
Дошло платье за 5 недель.Отлично подошло на 95-70-95.Буду отпаривать.Рекомендую!!!,positive
"продавец отправил чёрный пиджак вместе бордового,но при споре сразу вернул все деньги",positive
"Рубашка сама по себе хорошая, кое где торчат нитки но обрезать можно) ношу M при росте 165(57кг) но она маломерит поэтому лучше брать L,рукава более менее подходят,а вот снизу коротковата. Продавец хороший отправил быстро. Думаю заказывать ещё только на размер больше;)",positive
"Просто ужасное качество как самой ткани, из которой сшито пальто, так и наполнителя, синтепон неравномерно и в очень малом количестве, просвечиваете насквозь.Носить пальто однозначно не буду, покупкой очень недовольна!",negative
Маломерят ужас как.не тянутся вообще.а так красивые.,neutral
"размер не совпадает, рукава короткие, воротник скатаный, не стоит даже этих денег, очень расстроена",negative
Очень приятно к телу. Спасибо.,positive
"На свой L размер заказала XXL, даже не смогла померять. Очень маленькая!",negative
"Внимание! На фото у продавца - яркие цвета, на самом деле мне пришла футболка с каким-то размытым рисунком, но самое главное- спина белая и на ней отпечатался полукруг от горловины спереди! Очень ярко и, конечно, на улицу в этом не выйдешь, да и дома тоже не очень.... Написала продавцу, он написал, что это нормально.... Так что, для кого это нормально, может заказывать...  Я открыла спор, должны вернуть часть денег... ",negative
"Как на картинке, долго идет только...",positive
"заказ не пришёл, вернули деньги",negative
"Кофта не на долгую носку.После стирки качество ооочень испортилось! 
А так симпатичная, хорошо смотрится!",neutral
"Редкостное уродство!понадеялась на отзывы...а оказалось полное г...качество ткани,да и сидит она не так как на картинке(((разочарована...блузка уже в мусорном ведре(",negative
шорты не пришли! продавец не хотел возвращать деньги! не заказывайте не у него! ужасное обслуживае!!,negative
"носки продают не штуками а парами, поэтому меня ввели в заблуждение",neutral
"Товар не получен, Али вернул деньги 5 баллов ",positive
"юбка растянулась, доставка оооочень долгая, 2 месяца и это из-за их курьеров..",neutral
"Я заказывала серые штаны,черт побери!Серые-это не черные!",negative
"товар не пришел, деньги сначало не хотели возвращать, но потом вернули",negative
Большемерит. качество не очень. однаео быстрая доставка,neutral
7uuyygut6,neutral
Товар не пришёл. Деньги вернули после вмешательства али. ,negative
"ждала синие, пришли фиолетовые и все потому что картинка не соответствует действительности",negative
"Делала заказ 05.07.2017, ждала до 08.08.2017, в итоге отказалась от заказа. Продавец на связь выходил быстро, возврат денег совершен без проблем.
Продавцу рекомендую не брать заказы в Россию или предупреждать, что очень долго ждать придется.",neutral
маленький размер,negative
"Очень разочарована товаром! На кардиган не похоже совсем, больше смахивает на халат из плюша, швы не ровные, картинке и описанию не соответствует совсем, 100% полиестер, а шерстью даже не пахнет. Жалко денег за такую вещь, которую даже дома одеть стыдно не то, что на улицу!",negative
"Блузка пришла с повреждением. На ней маленькое пятно чернил. Открыли спор продавец вернул часть денег за блузку, без возврата блузки. А так блузка не плохая, мне понравилась.",neutral
"Очень хорошие леггинсы. Только носить надо с длинной туникой, так как сзади есть два шва, как в колготках. Всё отлично. По длине есть запас. Теплые, красиво смотрятся. Я очень довольна. Рекомендую, не пожалеете. С продавцом не общалась, не было необходимости.",positive
"До ХМАО быстро - 2 недели. XXL идет на 48 размер. Обхват груди 99 см, а не 104, как указано в таблице. Поэтому имейте в виду, что сильно маломерит на целых 5 см.  Мне рубашка подошла, но хотелось совсем свободную, а получилось по размеру.  Нитки не торчат, запаха нет.",positive
"Отличная водолазка , качество на уровне , молнии исправны , очень понравилась , доставка месяц ",positive
Хорошая шапочка,positive
"Сначала я почти месяц ждала, пока продавец отправит заказ. Когда его наконец отправили, выяснилось, что заказ был отменён (как сказал продавец какие-то проблемы со службой доставки), предложил заново отправить. Я отказалась, потому что уже злая была, да и столько возни из-за одной блузки.. В целом осталась недовольна. ",negative
"друзья мои,я думаю что заказ даже не отправляли,плохиши.",negative
очень странные носки на супер узкую ночь. на мой 39 размер с большим трудом натягиваются,neutral
"Обалденные штаны. Длина на рост 174 отличная. Тянутся, утягивают. L на 48 хорошо. Закажу ещё пару обязательно",positive
"платье сомнительное, своих денег не стоит, дома только ходить",neutral
"Очень разочарованна. Незнаю на кого рассчитано,но мне даже самый маленький размер велик!!! Ношу российский 44, рискнула заказала s, думала малы будут, но оказалось все наоборот. Видимо рассчитано на более полных людей, от46 и выше. Жаль, деньги на ветер.",neutral
"наверное так надо, но пришлось разрезать носки ножницами 
???????
очень тонкая ткань, порвутся быстро
не очень",negative
"заказывала две разные пижамы, а в итоге пришла только одна, денег не вернули, поэтому продавца не рекомендую!! хотя заказ пришёл через месяц",negative
"ОГ - 100,  но куртка на груди не сходится!!! я уже не говорю про бёдра! (((  размер не соответствует! ххl будет хорошо на 44 -46.",negative
"Блузка шла очень долго: заказала 11.11, продавец долго не отправлял, только после того, как я отказалась, продавец отправил; в ижевск пришла 26.12. Блузка оказалась как на фото, хлопковая, на мой размер 42 в плечах хорошо а в остальной части большая, надо ушивать",neutral
"Ни когда ни чего не заказывайте у этого продавца. На сообщения не отвечает, посылка так и не пришла. Деньги возвращать не хотят. Спасибо сайту Алиэкспресс они подключились к спору и вернули все таки деньги",negative
"Моему возмещению нет придела! Посылку я не получила, хотя продавец утверждает, что она дошла до моего почтового отделения. Где она потерялась или кто её получил ,мне не известно. Ровно месяц шёл спор , в итоге его закрыли. Продавец месяц кормит меня обещаниями. Повторно высылать мне мой заказ или возвращать деньги не собирается. Я заказывала ночную рубашку и халат, рубашку получила претензий нет. А халатик мой пропал. Вообще дорогие покупатели ,если с вашей посылкой что то случится в пути, то не товар не денег вы не увидите !!!",negative
"Тёплые, хорошие брюки. Запаха нет, швы ровные. Размер S с осторожностью. На рост 168 немного коротковаты, но мне под сапоги нормально. ОБ 86 одеваются с натяжкой. Низ узкий, если широкая нога то не пройдёт в подъеме. Дочь не смогла одеть. ",positive
"к сожалению товар не пришел, продавец общительный,вернул деньги",positive
"пошиты как-то не очень, получается сзади все обтянутой, а спереди весит как мешок, портит вид. не порадовало меня, ткань не мягкая, а чуточку напоминает ткань с зонтика",negative
Прождав более двух месяцев товар так и не получила....был открыт спор*-деньги вернули...,neutral
размер маломерит. качество нормальное.,positive
"Цвет не соответствует действительности, материал одна синтетика, но тепленький.",positive
"Белье красивое, сшито аккуратно. Чашечка маломерит на размер.",positive
"юбка классная!  швы ровные, ниток торчащих нет, я довольна!! однозначно рекомендую. на бедра 103, рост 170, вес 73 -xxl сел идеально.",positive
"кофта пришла быстро,трек отслеживался,и это единственный плюс!кофта ужасная,не соответствует фото,больше заказывать не буду!",negative
очень большая ,positive
"Супер!! Рекомендую однозначно, доставка быстрая :)!",positive
"Штаны очень красивые, лёгкие и достаточно удобные. Я брала M, но чуть-чуть оказались малы",positive
"Прекрасная блузка. По размеру подошла, дочка довольна. Спасибо продавцу.",positive
"Качество ужасное,толком не прошито,видно все строчки, сзади все скомкано, а спереди мало вытычек",negative
"Очень красивый и нежный свитерок, который одназначно заслуживает внимания. Доставка до Московской области заняла 2 недели",positive
Криво сшит - один треугольник больше другого,negative
"Быстрая доставка,подошло по размеру,качество материала супруге понравилось.",positive
Продавец не отправил заказ!  Втечении трех недель ждала! Потом открыла спор! Деньги вернули ! Но даль потраченного времени на ожидание!!!!!  ,negative
"Мой рост 175, размер 46. Заказала куртку размер XL. Рукава ОЧЕНЬ короткие. В груди хорошо, а низ широковат. Пуха маловато. Реально только на лето или позднюю зиму. Сшито аккуратно.",neutral
"Качество полная хрень, вещь на один раз надеть, размер М, а на деле меньше, продавец вместо 4, прислал только одни, в общем фуфло!!!",neutral
"Товар не пришел,  продавец уже 3 месяца говорит что проблема с доставкой, почтой,спор открывал(а) несколько раз и безуспешно,ни денег,ни товара. Заказывалась в августе, сейчас уже декабрь,зачем она мне теперь нужна?",negative
мало,neutral
Bad quality ,neutral
"Товар не пришел даже спустя два месяца,открыла спор ,вернули деньги.",negative
размер не соотвеьствует. на 42. р. маленьким обьем обхвата груди.,negative
"заказ пришел с браком, дырой посреди туники. продавец на контакт не пошел. не рекомендую его никому.",negative
"Качество хорошее. Размер не соответствует размерной сетке продавца. xxxl на свой 50 заказала,а юбка мала. Она на российский 48 .",negative
К сожалению товара не дождалась вернули деньги.,neutral
Ни ночью ни днем толку нет. Вероятно соответствует цене,negative
все ок,positive
"Юбка пришла быстро, в отличном качестве. Очень приятная на ощупь. Нитки не торчат, все в порядке. Швы прошиты хорошо. Цветом немного отличается. Не короткая, по размеру подошла в самый раз, брала М. Продавец общительный. Очень довольна.",positive
"Продавец невнимателен, выслал не тот цвет",negative
"вы что там ахерели совсем деньги верните,а то спор они там закрыли((((",negative
"Товар в нск за три месяца не пришёл, не советую ни продавца, ни магазин, при открытии спора деньги вернули",negative
"Прислали маленький размер с короткими рукавами, открыла спор, деньги вернули неполностью. Продавец обманывает нас, размер один на всех",negative
"самая ужасная покупка, не заказывайте",negative
"Заказ так и не пришёл. Ждала 3 месяца, очень обидно. Но деньги вернули",neutral
"Посылка так и не дошла.
Заказ был сделан 17 августа. Посылка не отслеживалась вообще. Продавцу не писала, потому что это вроде нормальная история с китайскими посылками. Я открыла спор только 6 октября. На полный возврат средств. Продавец, конечно, писал, что ""я верну все деньги май френд сорри сорри, но в итоге спор пришлось обострять и привлекать сам aliexpress. 

И ВОТ ОНО ЧУДО! 19 ОКТЯБРЯ МНЕ ВЕРНУЛИ МОИ КРОВНЫЕ. Возврат решением Aliexpress. 
Если хотите такую телегу - заказывайте. Если с посылкой что-то случиться - продавец на уступки не пойдет.",negative
вместо кофты пришла резинка.,negative
"Все хорошо ,но продавец отправил лифчик белого цвета ,хотя я заказывала черный",negative
"Заказ так и не пришёл,спор открыть не даёт ,деньги соответственно не вернули!!!",negative
"В 27 размере шаговый внутренний шов около 76см, мне на 165 прям впритык, в идеале у меня шаговый 80. На ОБ 96 хорошо сел 27 размер. Посадка средняя, неособо занижены. Удачная покупка ))",positive
ХорошаЯ,positive
"Ждала товар 4 месяца, продавец отправлял 2 трек номера за все время, продлевал защиту, но так ничего и не получила, деньги вернули спустя 2 дня после открытия спора.продавец отвечает на вопросы.",neutral
"Товар не получил.Товар не прошел,трек не отслеживался.",negative
"пришла быстро ,  3 недели. красивая. только не хватило даже на 1 день. швы прошиты по краю . сразу дыра на работе, нитки пошли , зашила, опять пошли нитки и дыра. очень жаль.",negative
"заказ сделала в июле.и в итоге так и не получила платья. сначала показывало, что в наличии нет ни одного размера, потом обновилось и вышло, что есть. уточнила- сказали да, есть.заказала..и сейчас, в конце октября, еле дождалась денег. два раза просила их,но мой спор закрывали и продлевали защиту. в итоге все-таки вернули. очень жаль, что заказ так и не получила, не знаю даже отправляли его по правде или нет.",negative
футболка хорошая.тянется .,positive
"Свитер пришел бракованный с большой горизонтальной затяжкой прямо на груди, нить вытянута с изнаночной стороны и разорвана - брак при машинной вязке. Исправить его невозможно. Свитер - в утиль. Очень жаль, что Продавец не проверяет качество товара перед отправкой.",negative
"Хорошее качество, как на картинке )))",positive
"Футболка застряла на почте но все же пришла. Маломерка. На русский 44 заказала М, узкая.А так футболка понравилась.Мягкая.",positive
Платье не соответствует описанию. Талия сильно завышена. К чему тогда пояс? Товаром очень не довольна.,negative
все хорошо,positive
"Вообще непонятно на кого сшита, короткая и рукава короткие , хотя взяла на 2 размера больше . Один плюс-быстро отправил ",negative
Супер!!! Я в восторге. Вовсе не колется. К телу приятный материал. Село отлично ,positive
